ICAO;Ano;Cenario;Sentido;Natureza;Passageiros
SBCF;2048;Pessimista;Embarque;Internacional;435223,4019
SBCF;2049;Pessimista;Embarque;Internacional;441124,7408
SBCF;2050;Pessimista;Embarque;Internacional;447062,316
SBCF;2051;Pessimista;Embarque;Internacional;453086,7641
SBCF;2052;Pessimista;Embarque;Internacional;459212,3424
SBCF;2053;Pessimista;Embarque;Internacional;465444,0798
SBCF;2054;Pessimista;Embarque;Internacional;471784,7343
SBSV;2025;Pessimista;Embarque;Internacional;282969,6882
SBSV;2026;Pessimista;Embarque;Internacional;285521,4861
SBSV;2027;Pessimista;Embarque;Internacional;288377,6863
SBSV;2028;Pessimista;Embarque;Internacional;290975,0519
SBSV;2029;Pessimista;Embarque;Internacional;293462,9702
SBSV;2030;Pessimista;Embarque;Internacional;295432,9325
SBSV;2031;Pessimista;Embarque;Internacional;297396,0169
SBSV;2032;Pessimista;Embarque;Internacional;299563,7698
SBSV;2033;Pessimista;Embarque;Internacional;301919,4946
SBSV;2034;Pessimista;Embarque;Internacional;304341,5943
SBSV;2035;Pessimista;Embarque;Internacional;306822,0804
SBSV;2036;Pessimista;Embarque;Internacional;309280,4103
SBSV;2037;Pessimista;Embarque;Internacional;311692,5518
SBSV;2038;Pessimista;Embarque;Internacional;314113,3627
SBSV;2039;Pessimista;Embarque;Internacional;316490,3059
SBSV;2040;Pessimista;Embarque;Internacional;318940,4922
SBSV;2041;Pessimista;Embarque;Internacional;321427,5838
SBSV;2042;Pessimista;Embarque;Internacional;323943,2269
SBSV;2043;Pessimista;Embarque;Internacional;326422,4839
SBSV;2044;Pessimista;Embarque;Internacional;328888,8154
SBSV;2045;Pessimista;Embarque;Internacional;331308,3768
SBSV;2046;Pessimista;Embarque;Internacional;333637,0606
SBSV;2047;Pessimista;Embarque;Internacional;335894,2697
SBSV;2048;Pessimista;Embarque;Internacional;338100,8075
SBSV;2049;Pessimista;Embarque;Internacional;340310,9613
SBSV;2050;Pessimista;Embarque;Internacional;342469,7236
SBSV;2051;Pessimista;Embarque;Internacional;344632,96
SBSV;2052;Pessimista;Embarque;Internacional;346814,8359
SBSV;2053;Pessimista;Embarque;Internacional;349019,1017
SBSV;2054;Pessimista;Embarque;Internacional;351246,9349
SBBR;2025;Pessimista;Embarque;Internacional;436278,6072
SBBR;2026;Pessimista;Embarque;Internacional;466008,6019
SBBR;2027;Pessimista;Embarque;Internacional;479597,5726
SBBR;2028;Pessimista;Embarque;Internacional;488176,4829
SBBR;2029;Pessimista;Embarque;Internacional;495363,7001
SBBR;2030;Pessimista;Embarque;Internacional;501895,793
SBBR;2031;Pessimista;Embarque;Internacional;508320,5007
SBBR;2032;Pessimista;Embarque;Internacional;514935,6372
SBBR;2033;Pessimista;Embarque;Internacional;521766,5305
SBBR;2034;Pessimista;Embarque;Internacional;528731,7397
SBBR;2035;Pessimista;Embarque;Internacional;535785,1925
SBBR;2036;Pessimista;Embarque;Internacional;542876,5623
SBBR;2037;Pessimista;Embarque;Internacional;550010,2346
SBBR;2038;Pessimista;Embarque;Internacional;557212,558
SBBR;2039;Pessimista;Embarque;Internacional;564437,8029
SBBR;2040;Pessimista;Embarque;Internacional;571799,6655
SBBR;2041;Pessimista;Embarque;Internacional;579272,7819
SBBR;2042;Pessimista;Embarque;Internacional;586853,3533
SBBR;2043;Pessimista;Embarque;Internacional;594492,8856
SBBR;2044;Pessimista;Embarque;Internacional;602208,8313
SBBR;2045;Pessimista;Embarque;Internacional;609970,3061
SBBR;2046;Pessimista;Embarque;Internacional;617661,6314
SBBR;2047;Pessimista;Embarque;Internacional;625360,0289
SBBR;2048;Pessimista;Embarque;Internacional;633098,5924
SBBR;2049;Pessimista;Embarque;Internacional;640934,1637
SBBR;2050;Pessimista;Embarque;Internacional;648821,8458
SBBR;2051;Pessimista;Embarque;Internacional;656813,0238
SBBR;2052;Pessimista;Embarque;Internacional;664922,3564
SBBR;2053;Pessimista;Embarque;Internacional;673155,1134
SBBR;2054;Pessimista;Embarque;Internacional;681514,2708
SBPA;2025;Pessimista;Embarque;Internacional;188184,2285
SBPA;2026;Pessimista;Embarque;Internacional;231536,4126
SBPA;2027;Pessimista;Embarque;Internacional;247398,1809
SBPA;2028;Pessimista;Embarque;Internacional;254435,129
SBPA;2029;Pessimista;Embarque;Internacional;258998,7037
SBPA;2030;Pessimista;Embarque;Internacional;262707,6305
SBPA;2031;Pessimista;Embarque;Internacional;266344,3241
SBPA;2032;Pessimista;Embarque;Internacional;270155,6757
SBPA;2033;Pessimista;Embarque;Internacional;274105,9243
SBPA;2034;Pessimista;Embarque;Internacional;278148,45
SBPA;2035;Pessimista;Embarque;Internacional;282240,9092
SBPA;2036;Pessimista;Embarque;Internacional;286355,0378
SBPA;2037;Pessimista;Embarque;Internacional;290512,0277
SBPA;2038;Pessimista;Embarque;Internacional;294705,9316
SBPA;2039;Pessimista;Embarque;Internacional;298915,2538
SBPA;2040;Pessimista;Embarque;Internacional;303209,6128
SBPA;2041;Pessimista;Embarque;Internacional;307577,4046
SBPA;2042;Pessimista;Embarque;Internacional;312018,2594
SBPA;2043;Pessimista;Embarque;Internacional;316513,8039
SBPA;2044;Pessimista;Embarque;Internacional;321030,1449
SBPA;2045;Pessimista;Embarque;Internacional;325578,6715
SBPA;2046;Pessimista;Embarque;Internacional;330003,7064
SBPA;2047;Pessimista;Embarque;Internacional;334421,6784
SBPA;2048;Pessimista;Embarque;Internacional;338783,7121
SBPA;2049;Pessimista;Embarque;Internacional;343188,2198
SBPA;2050;Pessimista;Embarque;Internacional;347626,5385
SBPA;2051;Pessimista;Embarque;Internacional;352131,3125
SBPA;2052;Pessimista;Embarque;Internacional;356711,341
SBPA;2053;Pessimista;Embarque;Internacional;361369,3336
SBPA;2054;Pessimista;Embarque;Internacional;366106,4783
SBSG;2025;Pessimista;Embarque;Internacional;52260,47691
SBSG;2026;Pessimista;Embarque;Internacional;54266,22929
SBSG;2027;Pessimista;Embarque;Internacional;55335,60493
SBSG;2028;Pessimista;Embarque;Internacional;56112,77053
SBSG;2029;Pessimista;Embarque;Internacional;56817,11971
SBSG;2030;Pessimista;Embarque;Internacional;57262,18123
SBSG;2031;Pessimista;Embarque;Internacional;57726,62886
SBSG;2032;Pessimista;Embarque;Internacional;58308,80546
SBSG;2033;Pessimista;Embarque;Internacional;58980,21009
SBSG;2034;Pessimista;Embarque;Internacional;59679,51838
SBSG;2035;Pessimista;Embarque;Internacional;60391,72697
SBSG;2036;Pessimista;Embarque;Internacional;61084,51542
SBSG;2037;Pessimista;Embarque;Internacional;61749,10562
SBSG;2038;Pessimista;Embarque;Internacional;62412,08378
SBSG;2039;Pessimista;Embarque;Internacional;63050,5148
SBSG;2040;Pessimista;Embarque;Internacional;63718,09054
SBSG;2041;Pessimista;Embarque;Internacional;64398,88084
SBSG;2042;Pessimista;Embarque;Internacional;65089,15015
SBSG;2043;Pessimista;Embarque;Internacional;65757,27683
SBSG;2044;Pessimista;Embarque;Internacional;66420,58189
SBSG;2045;Pessimista;Embarque;Internacional;67057,18438
SBSG;2046;Pessimista;Embarque;Internacional;67649,92788
SBSG;2047;Pessimista;Embarque;Internacional;68204,60992
SBSG;2048;Pessimista;Embarque;Internacional;68742,84454
SBSG;2049;Pessimista;Embarque;Internacional;69281,11843
SBSG;2050;Pessimista;Embarque;Internacional;69790,94306
SBSG;2051;Pessimista;Embarque;Internacional;70297,52701
SBSG;2052;Pessimista;Embarque;Internacional;70807,11137
SBSG;2053;Pessimista;Embarque;Internacional;71321,23087
SBSG;2054;Pessimista;Embarque;Internacional;71840,25407
SBEG;2025;Pessimista;Embarque;Internacional;87657,1074
SBEG;2026;Pessimista;Embarque;Internacional;98117,35043
SBEG;2027;Pessimista;Embarque;Internacional;102433,2922
SBEG;2028;Pessimista;Embarque;Internacional;104621,8473
SBEG;2029;Pessimista;Embarque;Internacional;106214,0765
SBEG;2030;Pessimista;Embarque;Internacional;107702,0215
SBEG;2031;Pessimista;Embarque;Internacional;109135,4644
SBEG;2032;Pessimista;Embarque;Internacional;110558,2678
SBEG;2033;Pessimista;Embarque;Internacional;111996,4672
SBEG;2034;Pessimista;Embarque;Internacional;113457,3074
SBEG;2035;Pessimista;Embarque;Internacional;114942,9779
SBEG;2036;Pessimista;Embarque;Internacional;116454,6228
SBEG;2037;Pessimista;Embarque;Internacional;117993,1739
SBEG;2038;Pessimista;Embarque;Internacional;119559,1057
SBEG;2039;Pessimista;Embarque;Internacional;121153,0204
SBEG;2040;Pessimista;Embarque;Internacional;122775,5664
SBEG;2041;Pessimista;Embarque;Internacional;124427,3191
SBEG;2042;Pessimista;Embarque;Internacional;126108,8481
SBEG;2043;Pessimista;Embarque;Internacional;127820,7714
SBEG;2044;Pessimista;Embarque;Internacional;129563,6086
SBEG;2045;Pessimista;Embarque;Internacional;131337,9079
SBEG;2046;Pessimista;Embarque;Internacional;133120,2547
SBEG;2047;Pessimista;Embarque;Internacional;134928,1508
SBEG;2048;Pessimista;Embarque;Internacional;136766,3937
SBEG;2049;Pessimista;Embarque;Internacional;138636,5925
SBEG;2050;Pessimista;Embarque;Internacional;140539,5724
SBEG;2051;Pessimista;Embarque;Internacional;142475,9586
SBEG;2052;Pessimista;Embarque;Internacional;144446,3396
SBEG;2053;Pessimista;Embarque;Internacional;146451,2949
SBEG;2054;Pessimista;Embarque;Internacional;148491,4139
SBCT;2025;Pessimista;Embarque;Internacional;87633,97826
SBCT;2026;Pessimista;Embarque;Internacional;98009,91721
SBCT;2027;Pessimista;Embarque;Internacional;103233,12
SBCT;2028;Pessimista;Embarque;Internacional;106185,099
SBCT;2029;Pessimista;Embarque;Internacional;108438,2728
SBCT;2030;Pessimista;Embarque;Internacional;110473,6446
SBCT;2031;Pessimista;Embarque;Internacional;112431,3807
SBCT;2032;Pessimista;Embarque;Internacional;114363,2323
SBCT;2033;Pessimista;Embarque;Internacional;116298,8624
SBCT;2034;Pessimista;Embarque;Internacional;118263,581
SBCT;2035;Pessimista;Embarque;Internacional;120239,6179
SBCT;2036;Pessimista;Embarque;Internacional;122257,4424
SBCT;2037;Pessimista;Embarque;Internacional;124326,4522
SBCT;2038;Pessimista;Embarque;Internacional;126414,9585
SBCT;2039;Pessimista;Embarque;Internacional;128524,0642
SBCT;2040;Pessimista;Embarque;Internacional;130663,7741
SBCT;2041;Pessimista;Embarque;Internacional;132837,342
SBCT;2042;Pessimista;Embarque;Internacional;135046,436
SBCT;2043;Pessimista;Embarque;Internacional;137301,9205
SBCT;2044;Pessimista;Embarque;Internacional;139567,451
SBCT;2045;Pessimista;Embarque;Internacional;141864,0622
SBCT;2046;Pessimista;Embarque;Internacional;144103,4838
SBCT;2047;Pessimista;Embarque;Internacional;146355,3861
SBCT;2048;Pessimista;Embarque;Internacional;148572,2422
SBCT;2049;Pessimista;Embarque;Internacional;150806,2312
SBCT;2050;Pessimista;Embarque;Internacional;153070,915
SBCT;2051;Pessimista;Embarque;Internacional;155370,1349
SBCT;2052;Pessimista;Embarque;Internacional;157705,3241
SBCT;2053;Pessimista;Embarque;Internacional;160077,2474
SBCT;2054;Pessimista;Embarque;Internacional;162486,5137
SBBE;2025;Pessimista;Embarque;Internacional;81720,35453
SBBE;2026;Pessimista;Embarque;Internacional;81710,14613
SBBE;2027;Pessimista;Embarque;Internacional;82753,171
SBBE;2028;Pessimista;Embarque;Internacional;84021,23354
SBBE;2029;Pessimista;Embarque;Internacional;85336,50199
SBBE;2030;Pessimista;Embarque;Internacional;86527,73767
SBBE;2031;Pessimista;Embarque;Internacional;87749,93623
SBBE;2032;Pessimista;Embarque;Internacional;89074,11702
SBBE;2033;Pessimista;Embarque;Internacional;90477,25456
SBBE;2034;Pessimista;Embarque;Internacional;91917,8032
SBBE;2035;Pessimista;Embarque;Internacional;93385,77446
SBBE;2036;Pessimista;Embarque;Internacional;94859,91901
SBBE;2037;Pessimista;Embarque;Internacional;96334,65894
SBBE;2038;Pessimista;Embarque;Internacional;97827,964
SBBE;2039;Pessimista;Embarque;Internacional;99324,91129
SBBE;2040;Pessimista;Embarque;Internacional;100861,5181
SBBE;2041;Pessimista;Embarque;Internacional;102427,5698
SBBE;2042;Pessimista;Embarque;Internacional;104020,9902
SBBE;2043;Pessimista;Embarque;Internacional;105621,196
SBBE;2044;Pessimista;Embarque;Internacional;107243,6953
SBBE;2045;Pessimista;Embarque;Internacional;108871,9008
SBBE;2046;Pessimista;Embarque;Internacional;110475,7305
SBBE;2047;Pessimista;Embarque;Internacional;112072,4345
SBBE;2048;Pessimista;Embarque;Internacional;113687,7348
SBBE;2049;Pessimista;Embarque;Internacional;115328,439
SBBE;2050;Pessimista;Embarque;Internacional;116975,0061
SBBE;2051;Pessimista;Embarque;Internacional;118644,4355
SBBE;2052;Pessimista;Embarque;Internacional;120341,3615
SBBE;2053;Pessimista;Embarque;Internacional;122067,3502
SBBE;2054;Pessimista;Embarque;Internacional;123823,2176
SBFI;2025;Pessimista;Embarque;Internacional;21814,02249
SBFI;2026;Pessimista;Embarque;Internacional;21338,70196
SBFI;2027;Pessimista;Embarque;Internacional;21439,66361
SBFI;2028;Pessimista;Embarque;Internacional;21681,71533
SBFI;2029;Pessimista;Embarque;Internacional;21970,03874
SBFI;2030;Pessimista;Embarque;Internacional;22256,11555
SBFI;2031;Pessimista;Embarque;Internacional;22536,20666
SBFI;2032;Pessimista;Embarque;Internacional;22808,92189
SBFI;2033;Pessimista;Embarque;Internacional;23083,16417
SBFI;2034;Pessimista;Embarque;Internacional;23361,19222
SBFI;2035;Pessimista;Embarque;Internacional;23643,60624
SBFI;2036;Pessimista;Embarque;Internacional;23940,79219
SBFI;2037;Pessimista;Embarque;Internacional;24245,54331
SBFI;2038;Pessimista;Embarque;Internacional;24556,12369
SBFI;2039;Pessimista;Embarque;Internacional;24872,1642
SBFI;2040;Pessimista;Embarque;Internacional;25193,64267
SBFI;2041;Pessimista;Embarque;Internacional;25520,62594
SBFI;2042;Pessimista;Embarque;Internacional;25853,20692
SBFI;2043;Pessimista;Embarque;Internacional;26191,48657
SBFI;2044;Pessimista;Embarque;Internacional;26535,57107
SBFI;2045;Pessimista;Embarque;Internacional;26885,56862
SBFI;2046;Pessimista;Embarque;Internacional;27229,47804
SBFI;2047;Pessimista;Embarque;Internacional;27576,08723
SBFI;2048;Pessimista;Embarque;Internacional;27927,66607
SBFI;2049;Pessimista;Embarque;Internacional;28284,85661
SBFI;2050;Pessimista;Embarque;Internacional;28647,89551
SBFI;2051;Pessimista;Embarque;Internacional;29016,91824
SBFI;2052;Pessimista;Embarque;Internacional;29392,03572
SBFI;2053;Pessimista;Embarque;Internacional;29773,35301
SBFI;2054;Pessimista;Embarque;Internacional;30160,97442
SBPS;2025;Pessimista;Embarque;Internacional;30885,06492
SBPS;2026;Pessimista;Embarque;Internacional;30714,91408
SBPS;2027;Pessimista;Embarque;Internacional;30919,15522
SBPS;2028;Pessimista;Embarque;Internacional;31175,4637
SBPS;2029;Pessimista;Embarque;Internacional;31417,44428
SBPS;2030;Pessimista;Embarque;Internacional;31659,15379
SBPS;2031;Pessimista;Embarque;Internacional;31904,25871
SBPS;2032;Pessimista;Embarque;Internacional;32153,74731
SBPS;2033;Pessimista;Embarque;Internacional;32407,93326
SBPS;2034;Pessimista;Embarque;Internacional;32666,96308
SBPS;2035;Pessimista;Embarque;Internacional;32930,94249
SBPS;2036;Pessimista;Embarque;Internacional;33199,96893
SBPS;2037;Pessimista;Embarque;Internacional;33474,13895
SBPS;2038;Pessimista;Embarque;Internacional;33753,5509
SBPS;2039;Pessimista;Embarque;Internacional;34038,30489
SBPS;2040;Pessimista;Embarque;Internacional;34328,50338
SBPS;2041;Pessimista;Embarque;Internacional;34624,25085
SBPS;2042;Pessimista;Embarque;Internacional;34925,65413
SBPS;2043;Pessimista;Embarque;Internacional;35232,82203
SBPS;2044;Pessimista;Embarque;Internacional;35536,11598
SBPS;2045;Pessimista;Embarque;Internacional;35842,59408
SBPS;2046;Pessimista;Embarque;Internacional;36133,86389
SBPS;2047;Pessimista;Embarque;Internacional;36424,93103
SBPS;2048;Pessimista;Embarque;Internacional;36698,66907
SBPS;2049;Pessimista;Embarque;Internacional;36971,13583
SBPS;2050;Pessimista;Embarque;Internacional;37246,3866
SBPS;2051;Pessimista;Embarque;Internacional;37525,47971
SBPS;2052;Pessimista;Embarque;Internacional;37808,72694
SBPS;2053;Pessimista;Embarque;Internacional;38096,25456
SBPS;2054;Pessimista;Embarque;Internacional;38388,14332
SBMO;2025;Pessimista;Embarque;Internacional;26701,86895
SBMO;2026;Pessimista;Embarque;Internacional;25686,11119
SBMO;2027;Pessimista;Embarque;Internacional;25536,78763
SBMO;2028;Pessimista;Embarque;Internacional;25553,33685
SBMO;2029;Pessimista;Embarque;Internacional;25604,64408
SBMO;2030;Pessimista;Embarque;Internacional;25657,04127
SBMO;2031;Pessimista;Embarque;Internacional;25713,16897
SBMO;2032;Pessimista;Embarque;Internacional;25774,66102
SBMO;2033;Pessimista;Embarque;Internacional;25840,15916
SBMO;2034;Pessimista;Embarque;Internacional;25907,51703
SBMO;2035;Pessimista;Embarque;Internacional;25976,21801
SBMO;2036;Pessimista;Embarque;Internacional;26045,18416
SBMO;2037;Pessimista;Embarque;Internacional;26114,13083
SBMO;2038;Pessimista;Embarque;Internacional;26183,95947
SBMO;2039;Pessimista;Embarque;Internacional;26253,91216
SBMO;2040;Pessimista;Embarque;Internacional;26325,79908
SBMO;2041;Pessimista;Embarque;Internacional;26399,09768
SBMO;2042;Pessimista;Embarque;Internacional;26473,69447
SBMO;2043;Pessimista;Embarque;Internacional;26548,54242
SBMO;2044;Pessimista;Embarque;Internacional;26622,58405
SBMO;2045;Pessimista;Embarque;Internacional;26696,27706
SBMO;2046;Pessimista;Embarque;Internacional;26765,92707
SBMO;2047;Pessimista;Embarque;Internacional;26834,26722
SBMO;2048;Pessimista;Embarque;Internacional;26899,1182
SBMO;2049;Pessimista;Embarque;Internacional;26963,75133
SBMO;2050;Pessimista;Embarque;Internacional;27027,89813
SBMO;2051;Pessimista;Embarque;Internacional;27092,58264
SBMO;2052;Pessimista;Embarque;Internacional;27158,0673
SBMO;2053;Pessimista;Embarque;Internacional;27224,42591
SBMO;2054;Pessimista;Embarque;Internacional;27291,68572
SBCB;2025;Pessimista;Embarque;Internacional;4658,473683
SBCB;2026;Pessimista;Embarque;Internacional;4719,769533
SBCB;2027;Pessimista;Embarque;Internacional;4746,438974
SBCB;2028;Pessimista;Embarque;Internacional;4762,956036
SBCB;2029;Pessimista;Embarque;Internacional;4775,670224
SBCB;2030;Pessimista;Embarque;Internacional;4787,586154
SBCB;2031;Pessimista;Embarque;Internacional;4799,466554
SBCB;2032;Pessimista;Embarque;Internacional;4811,502519
SBCB;2033;Pessimista;Embarque;Internacional;4823,746744
SBCB;2034;Pessimista;Embarque;Internacional;4836,213422
SBCB;2035;Pessimista;Embarque;Internacional;4848,910805
SBCB;2036;Pessimista;Embarque;Internacional;4861,842677
SBCB;2037;Pessimista;Embarque;Internacional;4875,014472
SBCB;2038;Pessimista;Embarque;Internacional;4888,429912
SBCB;2039;Pessimista;Embarque;Internacional;4902,094411
SBCB;2040;Pessimista;Embarque;Internacional;4916,01227
SBCB;2041;Pessimista;Embarque;Internacional;4930,189164
SBCB;2042;Pessimista;Embarque;Internacional;4944,629993
SBCB;2043;Pessimista;Embarque;Internacional;4959,340679
SBCB;2044;Pessimista;Embarque;Internacional;4973,87089
SBCB;2045;Pessimista;Embarque;Internacional;4988,551346
SBCB;2046;Pessimista;Embarque;Internacional;5002,522446
SBCB;2047;Pessimista;Embarque;Internacional;5016,486425
SBCB;2048;Pessimista;Embarque;Internacional;5029,642737
SBCB;2049;Pessimista;Embarque;Internacional;5042,742767
SBCB;2050;Pessimista;Embarque;Internacional;5055,976377
SBCB;2051;Pessimista;Embarque;Internacional;5069,393492
SBCB;2052;Pessimista;Embarque;Internacional;5083,008893
SBCB;2053;Pessimista;Embarque;Internacional;5096,828768
SBCB;2054;Pessimista;Embarque;Internacional;5110,856971
SBJP;2025;Pessimista;Embarque;Internacional;1818,743583
SBJP;2026;Pessimista;Embarque;Internacional;1706,021074
SBJP;2027;Pessimista;Embarque;Internacional;1692,142796
SBJP;2028;Pessimista;Embarque;Internacional;1698,85151
SBJP;2029;Pessimista;Embarque;Internacional;1709,282882
SBJP;2030;Pessimista;Embarque;Internacional;1720,800749
SBJP;2031;Pessimista;Embarque;Internacional;1732,754841
SBJP;2032;Pessimista;Embarque;Internacional;1744,987076
SBJP;2033;Pessimista;Embarque;Internacional;1757,461688
SBJP;2034;Pessimista;Embarque;Internacional;1770,173591
SBJP;2035;Pessimista;Embarque;Internacional;1783,125162
SBJP;2036;Pessimista;Embarque;Internacional;1796,320774
SBJP;2037;Pessimista;Embarque;Internacional;1809,765183
SBJP;2038;Pessimista;Embarque;Internacional;1823,46344
SBJP;2039;Pessimista;Embarque;Internacional;1837,42062
SBJP;2040;Pessimista;Embarque;Internacional;1851,641969
SBJP;2041;Pessimista;Embarque;Internacional;1866,132797
SBJP;2042;Pessimista;Embarque;Internacional;1880,898563
SBJP;2043;Pessimista;Embarque;Internacional;1895,944784
SBJP;2044;Pessimista;Embarque;Internacional;1910,803622
SBJP;2045;Pessimista;Embarque;Internacional;1925,818076
SBJP;2046;Pessimista;Embarque;Internacional;1940,095037
SBJP;2047;Pessimista;Embarque;Internacional;1954,363516
SBJP;2048;Pessimista;Embarque;Internacional;1967,79179
SBJP;2049;Pessimista;Embarque;Internacional;1981,159989
SBJP;2050;Pessimista;Embarque;Internacional;1994,665244
SBJP;2051;Pessimista;Embarque;Internacional;2008,359091
SBJP;2052;Pessimista;Embarque;Internacional;2022,256806
SBJP;2053;Pessimista;Embarque;Internacional;2036,364606
SBJP;2054;Pessimista;Embarque;Internacional;2050,686487
SBGR;2025;Transformador;Embarque;Internacional;8490900,399
SBGR;2026;Transformador;Embarque;Internacional;9785576,344
SBGR;2027;Transformador;Embarque;Internacional;10353444,66
SBGR;2028;Transformador;Embarque;Internacional;10714505,12
SBGR;2029;Transformador;Embarque;Internacional;11023176,84
SBGR;2030;Transformador;Embarque;Internacional;11320298,61
SBGR;2031;Transformador;Embarque;Internacional;11614843,21
SBGR;2032;Transformador;Embarque;Internacional;11911144,96
SBGR;2033;Transformador;Embarque;Internacional;12211616,27
SBGR;2034;Transformador;Embarque;Internacional;12516884,64
SBGR;2035;Transformador;Embarque;Internacional;12827168,36
SBGR;2036;Transformador;Embarque;Internacional;13144327,21
SBGR;2037;Transformador;Embarque;Internacional;13469238,8
SBGR;2038;Transformador;Embarque;Internacional;13801913,42
SBGR;2039;Transformador;Embarque;Internacional;14142414,71
SBGR;2040;Transformador;Embarque;Internacional;14492081,31
SBGR;2041;Transformador;Embarque;Internacional;14850343,86
SBGR;2042;Transformador;Embarque;Internacional;15217342,87
SBGR;2043;Transformador;Embarque;Internacional;15594125,16
SBGR;2044;Transformador;Embarque;Internacional;15979119,4
SBGR;2045;Transformador;Embarque;Internacional;16374076,73
SBGR;2046;Transformador;Embarque;Internacional;16775129,09
SBGR;2047;Transformador;Embarque;Internacional;17184560,57
SBGR;2048;Transformador;Embarque;Internacional;17600545,49
SBGR;2049;Transformador;Embarque;Internacional;18023884,31
SBGR;2050;Transformador;Embarque;Internacional;18455011,93
SBGR;2051;Transformador;Embarque;Internacional;18894529,3
SBGR;2052;Transformador;Embarque;Internacional;19342621,97
SBGR;2053;Transformador;Embarque;Internacional;19799399,91
SBGR;2054;Transformador;Embarque;Internacional;20265024,96
SBGL;2025;Transformador;Embarque;Internacional;2913983,56
SBGL;2026;Transformador;Embarque;Internacional;3037262,835
SBGL;2027;Transformador;Embarque;Internacional;3109860,593
SBGL;2028;Transformador;Embarque;Internacional;3168844,005
SBGL;2029;Transformador;Embarque;Internacional;3225767,18
SBGL;2030;Transformador;Embarque;Internacional;3282825,78
SBGL;2031;Transformador;Embarque;Internacional;3340716,462
SBGL;2032;Transformador;Embarque;Internacional;3400103,657
SBGL;2033;Transformador;Embarque;Internacional;3461119,267
SBGL;2034;Transformador;Embarque;Internacional;3523472,652
SBGL;2035;Transformador;Embarque;Internacional;3586922,306
SBGL;2036;Transformador;Embarque;Internacional;3651780,122
SBGL;2037;Transformador;Embarque;Internacional;3718115,279
SBGL;2038;Transformador;Embarque;Internacional;3785847,903
SBGL;2039;Transformador;Embarque;Internacional;3854609,853
SBGL;2040;Transformador;Embarque;Internacional;3924925,92
SBGL;2041;Transformador;Embarque;Internacional;3996351,339
SBGL;2042;Transformador;Embarque;Internacional;4068885,415
SBGL;2043;Transformador;Embarque;Internacional;4142918,012
SBGL;2044;Transformador;Embarque;Internacional;4217914,715
SBGL;2045;Transformador;Embarque;Internacional;4294667,007
SBGL;2046;Transformador;Embarque;Internacional;4371604,959
SBGL;2047;Transformador;Embarque;Internacional;4449818,324
SBGL;2048;Transformador;Embarque;Internacional;4528794,889
SBGL;2049;Transformador;Embarque;Internacional;4609033,388
SBGL;2050;Transformador;Embarque;Internacional;4690722,181
SBGL;2051;Transformador;Embarque;Internacional;4774067,223
SBGL;2052;Transformador;Embarque;Internacional;4859154,618
SBGL;2053;Transformador;Embarque;Internacional;4946037,663
SBGL;2054;Transformador;Embarque;Internacional;5034762,296
SBFL;2025;Transformador;Embarque;Internacional;631629,6189
SBFL;2026;Transformador;Embarque;Internacional;630547,9098
SBFL;2027;Transformador;Embarque;Internacional;637107,4091
SBFL;2028;Transformador;Embarque;Internacional;645272,909
SBFL;2029;Transformador;Embarque;Internacional;654019,8467
SBFL;2030;Transformador;Embarque;Internacional;662695,2937
SBFL;2031;Transformador;Embarque;Internacional;671406,3726
SBFL;2032;Transformador;Embarque;Internacional;680189,2039
SBFL;2033;Transformador;Embarque;Internacional;689152,1101
SBFL;2034;Transformador;Embarque;Internacional;698303,679
SBFL;2035;Transformador;Embarque;Internacional;707649,692
SBFL;2036;Transformador;Embarque;Internacional;717331,8459
SBFL;2037;Transformador;Embarque;Internacional;727246,4774
SBFL;2038;Transformador;Embarque;Internacional;737384,243
SBFL;2039;Transformador;Embarque;Internacional;747734,8627
SBFL;2040;Transformador;Embarque;Internacional;758325,7957
SBFL;2041;Transformador;Embarque;Internacional;769156,5257
SBFL;2042;Transformador;Embarque;Internacional;780232,2607
SBFL;2043;Transformador;Embarque;Internacional;791546,3264
SBFL;2044;Transformador;Embarque;Internacional;803027,6233
SBFL;2045;Transformador;Embarque;Internacional;814732,9536
SBFL;2046;Transformador;Embarque;Internacional;826294,499
SBFL;2047;Transformador;Embarque;Internacional;837994,1012
SBFL;2048;Transformador;Embarque;Internacional;849725,2963
SBFL;2049;Transformador;Embarque;Internacional;861651,7806
SBFL;2050;Transformador;Embarque;Internacional;873804,7555
SBFL;2051;Transformador;Embarque;Internacional;886210,5587
SBFL;2052;Transformador;Embarque;Internacional;898880,146
SBFL;2053;Transformador;Embarque;Internacional;911820,5506
SBFL;2054;Transformador;Embarque;Internacional;925037,8836
SBKP;2025;Transformador;Embarque;Internacional;536824,2448
SBKP;2026;Transformador;Embarque;Internacional;585879,7569
SBKP;2027;Transformador;Embarque;Internacional;607793,523
SBKP;2028;Transformador;Embarque;Internacional;622911,4721
SBKP;2029;Transformador;Embarque;Internacional;636544,6685
SBKP;2030;Transformador;Embarque;Internacional;649682,5183
SBKP;2031;Transformador;Embarque;Internacional;662457,7503
SBKP;2032;Transformador;Embarque;Internacional;675276,5994
SBKP;2033;Transformador;Embarque;Internacional;688317,3629
SBKP;2034;Transformador;Embarque;Internacional;701519,9889
SBKP;2035;Transformador;Embarque;Internacional;714890,1071
SBKP;2036;Transformador;Embarque;Internacional;728509,3052
