ICAO;Ano;Cenario;Sentido;Natureza;Passageiros
SBCT;2025;Pessimista;Desembarque;Internacional;94417,03775
SBCT;2026;Pessimista;Desembarque;Internacional;92779,18279
SBCT;2027;Pessimista;Desembarque;Internacional;93796,07112
SBCT;2028;Pessimista;Desembarque;Internacional;94976,05031
SBCT;2029;Pessimista;Desembarque;Internacional;96079,57782
SBCT;2030;Pessimista;Desembarque;Internacional;97162,83652
SBCT;2031;Pessimista;Desembarque;Internacional;98245,7596
SBCT;2032;Pessimista;Desembarque;Internacional;99337,43942
SBCT;2033;Pessimista;Desembarque;Internacional;100443,1476
SBCT;2034;Pessimista;Desembarque;Internacional;101568,0967
SBCT;2035;Pessimista;Desembarque;Internacional;102709,4901
SBCT;2036;Pessimista;Desembarque;Internacional;103872,7872
SBCT;2037;Pessimista;Desembarque;Internacional;105060,8237
SBCT;2038;Pessimista;Desembarque;Internacional;106268,2846
SBCT;2039;Pessimista;Desembarque;Internacional;107495,7914
SBCT;2040;Pessimista;Desembarque;Internacional;108745,6894
SBCT;2041;Pessimista;Desembarque;Internacional;110019,0597
SBCT;2042;Pessimista;Desembarque;Internacional;111316,6976
SBCT;2043;Pessimista;Desembarque;Internacional;112641,1266
SBCT;2044;Pessimista;Desembarque;Internacional;113958,5216
SBCT;2045;Pessimista;Desembarque;Internacional;115292,3987
SBCT;2046;Pessimista;Desembarque;Internacional;116575,2368
SBCT;2047;Pessimista;Desembarque;Internacional;117861,1707
SBCT;2048;Pessimista;Desembarque;Internacional;119092,9566
SBCT;2049;Pessimista;Desembarque;Internacional;120325,2966
SBCT;2050;Pessimista;Desembarque;Internacional;121572,7568
SBCT;2051;Pessimista;Desembarque;Internacional;122839,3972
SBCT;2052;Pessimista;Desembarque;Internacional;124126,5486
SBCT;2053;Pessimista;Desembarque;Internacional;125434,8038
SBCT;2054;Pessimista;Desembarque;Internacional;126764,5694
SBBE;2025;Pessimista;Desembarque;Internacional;81795,15596
SBBE;2026;Pessimista;Desembarque;Internacional;81383,02413
SBBE;2027;Pessimista;Desembarque;Internacional;82422,21776
SBBE;2028;Pessimista;Desembarque;Internacional;83817,14086
SBBE;2029;Pessimista;Desembarque;Internacional;85294,73261
SBBE;2030;Pessimista;Desembarque;Internacional;86674,61949
SBBE;2031;Pessimista;Desembarque;Internacional;88081,18504
SBBE;2032;Pessimista;Desembarque;Internacional;89583,92653
SBBE;2033;Pessimista;Desembarque;Internacional;91166,9345
SBBE;2034;Pessimista;Desembarque;Internacional;92792,017
SBBE;2035;Pessimista;Desembarque;Internacional;94449,68018
SBBE;2036;Pessimista;Desembarque;Internacional;96119,59012
SBBE;2037;Pessimista;Desembarque;Internacional;97796,24283
SBBE;2038;Pessimista;Desembarque;Internacional;99496,8442
SBBE;2039;Pessimista;Desembarque;Internacional;101207,3631
SBBE;2040;Pessimista;Desembarque;Internacional;102962,3917
SBBE;2041;Pessimista;Desembarque;Internacional;104752,649
SBBE;2042;Pessimista;Desembarque;Internacional;106576,292
SBBE;2043;Pessimista;Desembarque;Internacional;108413,6483
SBBE;2044;Pessimista;Desembarque;Internacional;110279,5651
SBBE;2045;Pessimista;Desembarque;Internacional;112158,3236
SBBE;2046;Pessimista;Desembarque;Internacional;114018,122
SBBE;2047;Pessimista;Desembarque;Internacional;115877,203
SBBE;2048;Pessimista;Desembarque;Internacional;117761,1107
SBBE;2049;Pessimista;Desembarque;Internacional;119677,0135
SBBE;2050;Pessimista;Desembarque;Internacional;121606,3841
SBBE;2051;Pessimista;Desembarque;Internacional;123565,6557
SBBE;2052;Pessimista;Desembarque;Internacional;125559,6313
SBBE;2053;Pessimista;Desembarque;Internacional;127590,1009
SBBE;2054;Pessimista;Desembarque;Internacional;129658,0883
SBFI;2025;Pessimista;Desembarque;Internacional;20758,74062
SBFI;2026;Pessimista;Desembarque;Internacional;20515,33069
SBFI;2027;Pessimista;Desembarque;Internacional;20705,18284
SBFI;2028;Pessimista;Desembarque;Internacional;21008,4609
SBFI;2029;Pessimista;Desembarque;Internacional;21354,83207
SBFI;2030;Pessimista;Desembarque;Internacional;21696,64043
SBFI;2031;Pessimista;Desembarque;Internacional;22031,21436
SBFI;2032;Pessimista;Desembarque;Internacional;22357,2891
SBFI;2033;Pessimista;Desembarque;Internacional;22685,4142
SBFI;2034;Pessimista;Desembarque;Internacional;23018,39683
SBFI;2035;Pessimista;Desembarque;Internacional;23357,02315
SBFI;2036;Pessimista;Desembarque;Internacional;23713,62789
SBFI;2037;Pessimista;Desembarque;Internacional;24079,87077
SBFI;2038;Pessimista;Desembarque;Internacional;24453,6623
SBFI;2039;Pessimista;Desembarque;Internacional;24834,54601
SBFI;2040;Pessimista;Desembarque;Internacional;25222,49888
SBFI;2041;Pessimista;Desembarque;Internacional;25617,61427
SBFI;2042;Pessimista;Desembarque;Internacional;26020,02082
SBFI;2043;Pessimista;Desembarque;Internacional;26429,85869
SBFI;2044;Pessimista;Desembarque;Internacional;26847,27523
SBFI;2045;Pessimista;Desembarque;Internacional;27272,42097
SBFI;2046;Pessimista;Desembarque;Internacional;27690,9215
SBFI;2047;Pessimista;Desembarque;Internacional;28113,13669
SBFI;2048;Pessimista;Desembarque;Internacional;28541,87559
SBFI;2049;Pessimista;Desembarque;Internacional;28977,97558
SBFI;2050;Pessimista;Desembarque;Internacional;29421,76098
SBFI;2051;Pessimista;Desembarque;Internacional;29873,42252
SBFI;2052;Pessimista;Desembarque;Internacional;30333,11738
SBFI;2053;Pessimista;Desembarque;Internacional;30800,99462
SBFI;2054;Pessimista;Desembarque;Internacional;31277,20245
SBPS;2025;Pessimista;Desembarque;Internacional;31739,50175
SBPS;2026;Pessimista;Desembarque;Internacional;31205,87554
SBPS;2027;Pessimista;Desembarque;Internacional;31324,13801
SBPS;2028;Pessimista;Desembarque;Internacional;31580,05708
SBPS;2029;Pessimista;Desembarque;Internacional;31842,98901
SBPS;2030;Pessimista;Desembarque;Internacional;32111,77053
SBPS;2031;Pessimista;Desembarque;Internacional;32386,20686
SBPS;2032;Pessimista;Desembarque;Internacional;32666,33318
SBPS;2033;Pessimista;Desembarque;Internacional;32952,24392
SBPS;2034;Pessimista;Desembarque;Internacional;33244,05143
SBPS;2035;Pessimista;Desembarque;Internacional;33541,8742
SBPS;2036;Pessimista;Desembarque;Internacional;33845,83486
SBPS;2037;Pessimista;Desembarque;Internacional;34156,05885
SBPS;2038;Pessimista;Desembarque;Internacional;34472,67492
SBPS;2039;Pessimista;Desembarque;Internacional;34795,81456
SBPS;2040;Pessimista;Desembarque;Internacional;35125,61255
SBPS;2041;Pessimista;Desembarque;Internacional;35462,20652
SBPS;2042;Pessimista;Desembarque;Internacional;35805,7373
SBPS;2043;Pessimista;Desembarque;Internacional;36156,34863
SBPS;2044;Pessimista;Desembarque;Internacional;36503,19546
SBPS;2045;Pessimista;Desembarque;Internacional;36854,09954
SBPS;2046;Pessimista;Desembarque;Internacional;37188,33165
SBPS;2047;Pessimista;Desembarque;Internacional;37522,58653
SBPS;2048;Pessimista;Desembarque;Internacional;37837,57779
SBPS;2049;Pessimista;Desembarque;Internacional;38151,26837
SBPS;2050;Pessimista;Desembarque;Internacional;38468,40871
SBPS;2051;Pessimista;Desembarque;Internacional;38790,29936
SBPS;2052;Pessimista;Desembarque;Internacional;39117,34248
SBPS;2053;Pessimista;Desembarque;Internacional;39449,70691
SBPS;2054;Pessimista;Desembarque;Internacional;39787,5018
SBMO;2025;Pessimista;Desembarque;Internacional;20752,83456
SBMO;2026;Pessimista;Desembarque;Internacional;19340,1446
SBMO;2027;Pessimista;Desembarque;Internacional;19115,35815
SBMO;2028;Pessimista;Desembarque;Internacional;19125,95781
SBMO;2029;Pessimista;Desembarque;Internacional;19188,26798
SBMO;2030;Pessimista;Desembarque;Internacional;19256,37854
SBMO;2031;Pessimista;Desembarque;Internacional;19329,86783
SBMO;2032;Pessimista;Desembarque;Internacional;19409,65247
SBMO;2033;Pessimista;Desembarque;Internacional;19494,14914
SBMO;2034;Pessimista;Desembarque;Internacional;19581,07547
SBMO;2035;Pessimista;Desembarque;Internacional;19669,86371
SBMO;2036;Pessimista;Desembarque;Internacional;19759,38362
SBMO;2037;Pessimista;Desembarque;Internacional;19849,32936
SBMO;2038;Pessimista;Desembarque;Internacional;19940,64262
SBMO;2039;Pessimista;Desembarque;Internacional;20032,54928
SBMO;2040;Pessimista;Desembarque;Internacional;20126,94494
SBMO;2041;Pessimista;Desembarque;Internacional;20223,31427
SBMO;2042;Pessimista;Desembarque;Internacional;20321,54903
SBMO;2043;Pessimista;Desembarque;Internacional;20420,5615
SBMO;2044;Pessimista;Desembarque;Internacional;20518,63374
SBMO;2045;Pessimista;Desembarque;Internacional;20616,6576
SBMO;2046;Pessimista;Desembarque;Internacional;20709,60527
SBMO;2047;Pessimista;Desembarque;Internacional;20801,21759
SBMO;2048;Pessimista;Desembarque;Internacional;20888,14753
SBMO;2049;Pessimista;Desembarque;Internacional;20974,8038
SBMO;2050;Pessimista;Desembarque;Internacional;21061,19978
SBMO;2051;Pessimista;Desembarque;Internacional;21148,49153
SBMO;2052;Pessimista;Desembarque;Internacional;21236,99276
SBMO;2053;Pessimista;Desembarque;Internacional;21326,7991
SBMO;2054;Pessimista;Desembarque;Internacional;21417,94998
SBCB;2025;Pessimista;Desembarque;Internacional;1889,46652
SBCB;2026;Pessimista;Desembarque;Internacional;2014,484115
SBCB;2027;Pessimista;Desembarque;Internacional;2063,392134
SBCB;2028;Pessimista;Desembarque;Internacional;2087,292964
SBCB;2029;Pessimista;Desembarque;Internacional;2102,990925
SBCB;2030;Pessimista;Desembarque;Internacional;2116,698787
SBCB;2031;Pessimista;Desembarque;Internacional;2130,078604
SBCB;2032;Pessimista;Desembarque;Internacional;2143,567661
SBCB;2033;Pessimista;Desembarque;Internacional;2157,28639
SBCB;2034;Pessimista;Desembarque;Internacional;2171,267964
SBCB;2035;Pessimista;Desembarque;Internacional;2185,526821
SBCB;2036;Pessimista;Desembarque;Internacional;2200,069213
SBCB;2037;Pessimista;Desembarque;Internacional;2214,902332
SBCB;2038;Pessimista;Desembarque;Internacional;2230,03128
SBCB;2039;Pessimista;Desembarque;Internacional;2245,46298
SBCB;2040;Pessimista;Desembarque;Internacional;2261,203144
SBCB;2041;Pessimista;Desembarque;Internacional;2277,259029
SBCB;2042;Pessimista;Desembarque;Internacional;2293,637068
SBCB;2043;Pessimista;Desembarque;Internacional;2310,344856
SBCB;2044;Pessimista;Desembarque;Internacional;2326,878229
SBCB;2045;Pessimista;Desembarque;Internacional;2343,601894
SBCB;2046;Pessimista;Desembarque;Internacional;2359,551975
SBCB;2047;Pessimista;Desembarque;Internacional;2375,505867
SBCB;2048;Pessimista;Desembarque;Internacional;2390,56672
SBCB;2049;Pessimista;Desembarque;Internacional;2405,570823
SBCB;2050;Pessimista;Desembarque;Internacional;2420,739449
SBCB;2051;Pessimista;Desembarque;Internacional;2436,133602
SBCB;2052;Pessimista;Desembarque;Internacional;2451,772224
SBCB;2053;Pessimista;Desembarque;Internacional;2467,663501
SBCB;2054;Pessimista;Desembarque;Internacional;2483,812607
SBJP;2025;Pessimista;Desembarque;Internacional;1664,550089
SBJP;2026;Pessimista;Desembarque;Internacional;1752,462499
SBJP;2027;Pessimista;Desembarque;Internacional;1789,217089
SBJP;2028;Pessimista;Desembarque;Internacional;1809,981011
SBJP;2029;Pessimista;Desembarque;Internacional;1825,038973
SBJP;2030;Pessimista;Desembarque;Internacional;1838,778026
SBJP;2031;Pessimista;Desembarque;Internacional;1852,366528
SBJP;2032;Pessimista;Desembarque;Internacional;1866,11645
SBJP;2033;Pessimista;Desembarque;Internacional;1880,114185
SBJP;2034;Pessimista;Desembarque;Internacional;1894,387179
SBJP;2035;Pessimista;Desembarque;Internacional;1908,947237
SBJP;2036;Pessimista;Desembarque;Internacional;1923,802237
SBJP;2037;Pessimista;Desembarque;Internacional;1938,95892
SBJP;2038;Pessimista;Desembarque;Internacional;1954,423968
SBJP;2039;Pessimista;Desembarque;Internacional;1970,204014
SBJP;2040;Pessimista;Desembarque;Internacional;1986,305884
SBJP;2041;Pessimista;Desembarque;Internacional;2002,736497
SBJP;2042;Pessimista;Desembarque;Internacional;2019,502966
SBJP;2043;Pessimista;Desembarque;Internacional;2036,6125
SBJP;2044;Pessimista;Desembarque;Internacional;2053,540697
SBJP;2045;Pessimista;Desembarque;Internacional;2070,666247
SBJP;2046;Pessimista;Desembarque;Internacional;2086,98642
SBJP;2047;Pessimista;Desembarque;Internacional;2103,309235
SBJP;2048;Pessimista;Desembarque;Internacional;2118,701683
SBJP;2049;Pessimista;Desembarque;Internacional;2134,033134
SBJP;2050;Pessimista;Desembarque;Internacional;2149,533629
SBJP;2051;Pessimista;Desembarque;Internacional;2165,266245
SBJP;2052;Pessimista;Desembarque;Internacional;2181,250595
SBJP;2053;Pessimista;Desembarque;Internacional;2197,494952
SBJP;2054;Pessimista;Desembarque;Internacional;2214,004683
SBGR;2025;Transformador;Desembarque;Internacional;8363681,805
SBGR;2026;Transformador;Desembarque;Internacional;8620415,02
SBGR;2027;Transformador;Desembarque;Internacional;8836488,723
SBGR;2028;Transformador;Desembarque;Internacional;9038477,385
SBGR;2029;Transformador;Desembarque;Internacional;9238217,821
SBGR;2030;Transformador;Desembarque;Internacional;9440072,298
SBGR;2031;Transformador;Desembarque;Internacional;9642047,246
SBGR;2032;Transformador;Desembarque;Internacional;9845420,696
SBGR;2033;Transformador;Desembarque;Internacional;10052013,12
SBGR;2034;Transformador;Desembarque;Internacional;10262190,73
SBGR;2035;Transformador;Desembarque;Internacional;10476119,63
SBGR;2036;Transformador;Desembarque;Internacional;10695135,53
SBGR;2037;Transformador;Desembarque;Internacional;10919639,43
SBGR;2038;Transformador;Desembarque;Internacional;11149690,38
SBGR;2039;Transformador;Desembarque;Internacional;11385250,19
SBGR;2040;Transformador;Desembarque;Internacional;11627193,38
SBGR;2041;Transformador;Desembarque;Internacional;11875011,22
SBGR;2042;Transformador;Desembarque;Internacional;12128810,71
SBGR;2043;Transformador;Desembarque;Internacional;12389532,69
SBGR;2044;Transformador;Desembarque;Internacional;12656083,88
SBGR;2045;Transformador;Desembarque;Internacional;12929951,01
SBGR;2046;Transformador;Desembarque;Internacional;13208520,31
SBGR;2047;Transformador;Desembarque;Internacional;13493346,17
SBGR;2048;Transformador;Desembarque;Internacional;13783366,39
SBGR;2049;Transformador;Desembarque;Internacional;14078906,88
SBGR;2050;Transformador;Desembarque;Internacional;14380374,17
SBGR;2051;Transformador;Desembarque;Internacional;14688157,19
SBGR;2052;Transformador;Desembarque;Internacional;15002403,72
SBGR;2053;Transformador;Desembarque;Internacional;15323215,67
SBGR;2054;Transformador;Desembarque;Internacional;15650725,79
SBGL;2025;Transformador;Desembarque;Internacional;2891726,463
SBGL;2026;Transformador;Desembarque;Internacional;2926832,981
SBGL;2027;Transformador;Desembarque;Internacional;2973191,22
SBGL;2028;Transformador;Desembarque;Internacional;3021760,047
SBGL;2029;Transformador;Desembarque;Internacional;3072095,034
SBGL;2030;Transformador;Desembarque;Internacional;3123957,137
SBGL;2031;Transformador;Desembarque;Internacional;3176917,547
SBGL;2032;Transformador;Desembarque;Internacional;3231254,329
SBGL;2033;Transformador;Desembarque;Internacional;3287105,223
SBGL;2034;Transformador;Desembarque;Internacional;3344188,878
SBGL;2035;Transformador;Desembarque;Internacional;3402336,896
SBGL;2036;Transformador;Desembarque;Internacional;3461852,945
SBGL;2037;Transformador;Desembarque;Internacional;3522801,441
SBGL;2038;Transformador;Desembarque;Internacional;3585166,709
SBGL;2039;Transformador;Desembarque;Internacional;3648639,791
SBGL;2040;Transformador;Desembarque;Internacional;3713640,698
SBGL;2041;Transformador;Desembarque;Internacional;3779751,974
SBGL;2042;Transformador;Desembarque;Internacional;3846981,269
SBGL;2043;Transformador;Desembarque;Internacional;3915715,992
SBGL;2044;Transformador;Desembarque;Internacional;3985425,461
SBGL;2045;Transformador;Desembarque;Internacional;4056933,354
SBGL;2046;Transformador;Desembarque;Internacional;4128761,91
SBGL;2047;Transformador;Desembarque;Internacional;4201937,294
SBGL;2048;Transformador;Desembarque;Internacional;4275862,988
SBGL;2049;Transformador;Desembarque;Internacional;4351045,493
SBGL;2050;Transformador;Desembarque;Internacional;4427723,573
SBGL;2051;Transformador;Desembarque;Internacional;4506075,088
SBGL;2052;Transformador;Desembarque;Internacional;4586181,631
SBGL;2053;Transformador;Desembarque;Internacional;4668097,595
SBGL;2054;Transformador;Desembarque;Internacional;4751871,165
SBFL;2025;Transformador;Desembarque;Internacional;568418,8579
SBFL;2026;Transformador;Desembarque;Internacional;591115,8535
SBFL;2027;Transformador;Desembarque;Internacional;607120,4166
SBFL;2028;Transformador;Desembarque;Internacional;621226,308
SBFL;2029;Transformador;Desembarque;Internacional;635028,6746
SBFL;2030;Transformador;Desembarque;Internacional;648655,174
SBFL;2031;Transformador;Desembarque;Internacional;662305,1684
SBFL;2032;Transformador;Desembarque;Internacional;676027,5313
SBFL;2033;Transformador;Desembarque;Internacional;690018,2989
SBFL;2034;Transformador;Desembarque;Internacional;704336,2034
SBFL;2035;Transformador;Desembarque;Internacional;719003,8166
SBFL;2036;Transformador;Desembarque;Internacional;734233,8072
SBFL;2037;Transformador;Desembarque;Internacional;749899,0028
SBFL;2038;Transformador;Desembarque;Internacional;765975,0963
SBFL;2039;Transformador;Desembarque;Internacional;782464,7251
SBFL;2040;Transformador;Desembarque;Internacional;799378,1969
SBFL;2041;Transformador;Desembarque;Internacional;816727,9469
SBFL;2042;Transformador;Desembarque;Internacional;834527,4517
SBFL;2043;Transformador;Desembarque;Internacional;852790,5387
SBFL;2044;Transformador;Desembarque;Internacional;871320,6509
SBFL;2045;Transformador;Desembarque;Internacional;890274,7456
SBFL;2046;Transformador;Desembarque;Internacional;909013,5047
SBFL;2047;Transformador;Desembarque;Internacional;928034,8375
SBFL;2048;Transformador;Desembarque;Internacional;947005,6782
SBFL;2049;Transformador;Desembarque;Internacional;966295,2382
SBFL;2050;Transformador;Desembarque;Internacional;986009,2941
SBFL;2051;Transformador;Desembarque;Internacional;1006184,106
SBFL;2052;Transformador;Desembarque;Internacional;1026837,788
